 9.28090971e-02 1.54284900e+01
 7.87499856e-01 1.52633100e+00
 8.33765184e-01 9.74907000e-01
 1.52879209e+00 2.13485400e+00
 1.66792608e+00 2.86922400e+00
 2.50197156e+00 3.11016000e+00
 2.54863260e+00 4.15161000e+00
 3.47585589e+00 5.18940000e+00
 3.52161009e+00 3.84069000e+00
 4.30953039e+00 4.20489000e+00
 4.35685095e+00 5.98272000e+00
 5.19153534e+00 6.59271000e+00
 5.37558264e+00 4.56801000e+00
 6.11702739e+00 4.56474000e+00
 6.21137997e+00 6.71157000e+00
 7.04390031e+00 4.62198000e+00
 7.13790252e+00 6.09441000e+00
 7.92481293e+00 5.04777000e+00
 8.01681597e+00 4.37211000e+00
 8.85966192e+00 1.22280600e+01
 8.86137255e+00 1.37631300e+01
 8.89733700e+00 4.42956000e+00
 1.01485289e+01 4.42395000e+00
 1.13529155e+01 4.11126000e+00
 1.26955539e+01 3.36729000e+00
 1.38053200e+01 2.07028800e+00
 1.44982076e+01 9.59280000e-01
 1.51741331e+01 1.54156500e+01
 1.62129183e+01 1.38046500e+00
 1.72805782e+01 2.42137500e+00
 1.83941571e+01 3.15480000e+00
 1.94597971e+01 3.14955000e+00
 2.05260555e+01 3.39087000e+00
 2.05925227e+01 1.12192800e+01
 2.06473041e+01 1.44863100e+01
 2.07348966e+01 1.24518900e+01
