 0.00000000e+00 -9.00000000e-08 1.20000000e-07 1.80000000e-07 1.61019409e+01 1.61019409e+01 1.61019409e+01
 1.77720000e-01 2.05166880e-01 3.07624740e-01 5.04980760e-01 1.60997768e+01 1.61003866e+01 1.61005667e+01
 3.55440000e-01 4.10306010e-01 6.15329760e-01 1.00869723e+00 1.60932502e+01 1.60957495e+01 1.60964539e+01
 5.33160000e-01 6.15387690e-01 9.23185860e-01 1.50989040e+00 1.60822588e+01 1.60881067e+01 1.60896311e+01
 7.10880000e-01 8.20378410e-01 1.23124527e+00 2.00731200e+00 1.60666351e+01 1.60775859e+01 1.60801459e+01
 8.88600000e-01 1.02523896e+00 1.53953295e+00 2.49972999e+00 1.60461512e+01 1.60643636e+01 1.60680643e+01
 1.06632000e+00 1.22992266e+00 1.84803873e+00 2.98593432e+00 1.60205254e+01 1.60486636e+01 1.60534699e+01
 1.24404000e+00 1.43437371e+00 2.15671041e+00 3.46474296e+00 1.59894294e+01 1.60307537e+01 1.60364634e+01
 1.42176000e+00 1.63852575e+00 2.46544788e+00 3.93500844e+00 1.59524979e+01 1.60109425e+01 1.60171612e+01
 1.59948000e+00 1.84230033e+00 2.77409823e+00 4.39562457e+00 1.59093391e+01 1.59895748e+01 1.59956946e+01
 1.77720000e+00 2.04560586e+00 3.08245209e+00 4.84553427e+00 1.58595452e+01 1.59670257e+01 1.59722083e+01
 1.95492000e+00 2.24833650e+00 3.39024063e+00 5.28373749e+00 1.58027051e+01 1.59436944e+01 1.59468592e+01
 2.13264000e+00 2.45037138e+00 3.69713370e+00 5.70930045e+00 1.57384170e+01 1.59198144e+01 1.59199956e+01
 2.31036000e+00 2.65157397e+00 4.00273821e+00 6.12136542e+00 1.56663009e+01 1.58912503e+01 1.58963505e+01
 2.48808000e+00 2.85179166e+00 4.30659711e+00 6.51916146e+00 1.55860130e+01 1.58613501e+01 1.58731754e+01
 2.66580000e+00 3.05085555e+00 4.60818807e+00 6.90201582e+00 1.54972592e+01 1.58303027e+01 1.58508698e+01
 2.84352000e+00 3.24858054e+00 4.90692219e+00 7.26936624e+00 1.53998101e+01 1.57983003e+01 1.58298026e+01
 3.02124000e+00 3.44476539e+00 5.20214169e+00 7.62077316e+00 1.52935163e+01 1.57655370e+01 1.58102975e+01
 3.19896000e+00 3.63919323e+00 5.49311673e+00 7.95593181e+00 1.51783249e+01 1.57322069e+01 1.57926182e+01
 3.37668000e+00 3.83163222e+00 5.77904043e+00 8.27468349e+00 1.50542969e+01 1.56985020e+01 1.57769534e+01
 3.55440000e+00 4.02183606e+00 6.05902197e+00 8.57702469e+00 1.49216272e+01 1.56646111e+01 1.57634034e+01
 3.73212000e+00 4.20954528e+00 6.33207672e+00 8.86311357e+00 1.47806659e+01 1.56307174e+01 1.57519689e+01
 3.90984000e+00 4.39448799e+00 6.59711331e+00 9.13327221e+00 1.46319436e+01 1.55969975e+01 1.57425424e+01
 4.08756000e+00 4.57638132e+00 6.85291665e+00 9.38798403e+00 1.44761991e+01 1.55636199e+01 1.57349054e+01
 4.26528000e+00 4.75493268e+00 7.09812669e+00 9.62788521e+00 1.43144119e+01 1.55307434e+01 1.57287294e+01
 4.44300000e+00 4.92984123e+00 7.33121301e+00 9.85374999e+00 1.41478383e+01 1.54985166e+01 1.57235842e+01
 4.62072000e+00 5.10079941e+00 7.55044614e+00 1.00664697e+01 1.39780506e+01 1.54670762e+01 1.57189513e+01
 4.79844000e+00 5.26749450e+00 7.75386912e+00 1.02670266e+01 1.38069761e+01 1.54365469e+01 1.57142421e+01
 4.97616000e+00 5.42961039e+00 7.93927536e+00 1.04564628e+01 1.36369295e+01 1.54070407e+01 1.57088220e+01
 5.15388000e+00 5.58682923e+00 8.10420549e+00 1.06358470e+01 1.34706267e+01 1.53786565e+01 1.57020362e+01
 5.33160000e+00 5.73883317e+00 8.24598303e+00 1.08062392e+01 1.33111599e+01 1.53514799e+01 1.56932379e+01
 5.50932000e+00 5.88530622e+00 8.36181639e+00 1.09686570e+01 1.31619065e+01 1.53255836e+01 1.56818159e+01
 5.68704000e+00 6.02593581e+00 8.44899831e+00 1.11240421e+01 1.30263409e+01 1.53010275e+01 1.56672217e+01
 5.86476000e+00 6.16041474e+00 8.50522044e+00 1.12732311e+01 1.29077305e+01 1.52778592e+01 1.56489946e+01
 6.04248000e+00 6.28844274e+00 8.52898362e+00 1.14169283e+01 1.28087363e+01 1.52561147e+01 1.56267837e+01
 6.22020000e+00 6.40972830e+00 8.52002385e+00 1.15556825e+01 1.27309969e+01 1.52358194e+01 1.56003685e+01
 6.39792000e+00 6.52399023e+00 8.47962447e+00 1.16898662e+01 1.26748242e+01 1.52169887e+01 1.55696770e+01
 6.57564000e+00 6.63095916e+00 8.41069266e+00 1.18196575e+01 1.26391324e+01 1.51996295e+01 1.55348028e+01
 6.75336000e+00 6.73037922e+00 8.31756357e+00 1.19450230e+01 1.26216341e+01 1.51837411e+01 1.54960212e+01
 6.93108000e+00 6.82200933e+00 8.20560540e+00 1.20657014e+01 1.26192295e+01 1.51693165e+01 1.54538061e+01
 7.10880000e+00 6.90562470e+00 8.08076055e+00 1.21811877e+01 1.26284492e+01 1.51563441e+01 1.54088465e+01
 7.28652000e+00 6.98101785e+00 7.94913867e+00 1.22907188e+01 1.26458329e+01 1.51448081e+01 1.53620627e+01
 7.46424000e+00 7.04800008e+00 7.81671453e+00 1.23932617e+01 1.26681865e+01 1.51346907e+01 1.53146196e+01
