 1.57558091e+00 4.46235000e+00
 1.62158243e+00 2.80819800e+00
 1.76326382e+00 1.49370000e+01
 3.43055511e+00 7.58004000e+00
 3.47950386e+00 1.35254700e+01
 3.47993667e+00 1.45062000e+01
 3.52206351e+00 4.88271000e+00
 4.40320284e+00 5.98254000e+00
 4.40458371e+00 8.49639000e+00
 4.40693325e+00 1.27270500e+01
 4.40781948e+00 1.43211900e+01
 6.58190655e+00 6.34203000e+00
 6.63485364e+00 1.42571100e+01
 6.67811403e+00 1.05141300e+01
 6.67852623e+00 1.10050200e+01
 7.32285666e+00 5.60271000e+00
 7.46753886e+00 1.16169300e+01
 7.51621968e+00 1.40718900e+01
 8.85094389e+00 4.36836000e+00
 1.00206232e+01 1.32701100e+01
 1.00635126e+01 1.05057600e+01
 1.00676346e+01 1.37614500e+01
 1.01021152e+01 4.36272000e+00
 1.12747417e+01 1.43742900e+01
 1.13069345e+01 4.35729000e+00
 1.13589542e+01 8.35161000e+00
 1.13669303e+01 1.39440000e+01
 1.26069721e+01 5.94990000e+00
 1.26204717e+01 1.44956400e+01
 1.26212548e+01 1.49874600e+01
 1.26491196e+01 3.30603000e+00
 1.37609054e+01 3.17760000e+00
 1.39205917e+01 1.50477000e+01
 1.39675413e+01 1.53551700e+01
 1.39907481e+01 2.13081900e+00
 1.61665871e+01 1.38072000e+00
 1.62622381e+01 2.85752400e+00
 1.62874441e+01 1.52300400e+01
 1.71480559e+01 5.43915000e+00
 1.73073505e+01 1.47980700e+01
 1.73273010e+01 2.60586300e+00
 1.73992093e+01 1.43669400e+01
 1.82796479e+01 1.38731100e+01
 1.82813379e+01 1.46122500e+01
 1.83475373e+01 3.03183000e+00
 1.83592643e+01 8.14443000e+00
 1.94597971e+01 3.14955000e+00
 1.94759760e+01 9.80451000e+00
 1.96223482e+01 1.27620600e+01
 1.96244710e+01 1.36247700e+01
 2.05489944e+01 1.23289500e+01
 2.05545385e+01 1.44864000e+01
 2.05920487e+01 1.10343600e+01
 2.06186562e+01 3.32877000e+00
